Date,Open,High,Low,Close,Adj Close,Volume
1970-01-02,3.912787,4.051820,3.912787,3.992235,0.754950,56641
1970-01-05,4.031959,4.131268,4.031959,4.131268,0.781242,116429
1970-01-06,4.131268,4.210715,4.091544,4.131268,0.781242,93143
1970-01-07,4.131268,4.190854,4.111406,4.111406,0.777486,67969
1970-01-08,4.131268,4.210715,4.131268,4.210715,0.796266,59159
1970-01-09,4.210715,4.230577,4.131268,4.170992,0.788754,79298
1970-01-12,4.170992,4.170992,4.111406,4.151130,0.784998,59788
1970-01-13,4.151130,4.151130,4.012097,4.012097,0.758706,110136
1970-01-14,4.012097,4.111406,4.012097,4.111406,0.777486,47201
1970-01-15,4.071682,4.071682,3.992235,4.012097,0.758706,69228
1970-01-16,4.012097,4.071682,3.972373,4.012097,0.758706,46572
1970-01-19,4.012097,4.071682,3.972373,4.031959,0.762462,45313
1970-01-20,4.031959,4.051820,3.932649,4.012097,0.758706,51606
1970-01-21,4.051820,4.449058,4.051820,4.329887,0.818801,147267
1970-01-22,4.329887,4.369610,4.170992,4.190854,0.792510,161742
1970-01-23,4.190854,4.210715,4.091544,4.111406,0.777486,64193
1970-01-26,4.091544,4.091544,3.892926,3.972373,0.751194,98178
1970-01-27,3.972373,3.972373,3.873064,3.972373,0.751194,56641
1970-01-28,3.932649,3.932649,3.773754,3.773754,0.713634,111394
1970-01-29,3.753893,3.753893,3.634721,3.714169,0.702367,230970
1970-01-30,3.714169,3.734031,3.654583,3.734031,0.706122,170553
1970-02-02,3.734031,3.773754,3.694307,3.773754,0.713634,138456
1970-02-03,3.773754,3.813478,3.674445,3.813478,0.721146,146008
1970-02-04,3.813478,3.813478,3.654583,3.714169,0.711257,154819
1970-02-05,3.714169,3.714169,3.634721,3.654583,0.699846,79927
1970-02-06,3.654583,3.674445,3.614859,3.654583,0.699846,115170
1970-02-09,3.654583,3.654583,3.614859,3.654583,0.699846,125240
1970-02-10,3.654583,3.654583,3.614859,3.654583,0.699846,65452
1970-02-11,3.654583,3.694307,3.634721,3.694307,0.707454,78668
1970-02-12,3.694307,3.694307,3.634721,3.654583,0.699846,70487
1970-02-13,3.654583,3.694307,3.634721,3.654583,0.699846,50348
1970-02-16,3.654583,3.674445,3.614859,3.674445,0.703650,71746
1970-02-17,3.654583,3.654583,3.575136,3.575136,0.684632,86850
1970-02-18,3.594998,3.674445,3.594998,3.614859,0.692239,84332
1970-02-19,3.614859,3.694307,3.594998,3.594998,0.688436,107618
1970-02-20,3.614859,3.734031,3.614859,3.634721,0.696043,188804
1970-02-24,3.634721,3.674445,3.634721,3.654583,0.699846,167406
1970-02-25,3.654583,3.694307,3.614859,3.654583,0.699846,202020
1970-02-26,3.654583,3.674445,3.614859,3.634721,0.696043,192580
1970-02-27,3.634721,3.813478,3.594998,3.734031,0.715060,222789
1970-03-02,3.773754,3.912787,3.773754,3.813478,0.730275,211461
1970-03-03,3.813478,3.912787,3.773754,3.912787,0.749293,124611
1970-03-04,3.912787,3.992235,3.892926,3.932649,0.753095,164889
1970-03-05,3.932649,3.972373,3.873064,3.912787,0.749293,108248
1970-03-06,3.912787,3.932649,3.813478,3.833340,0.734078,81186
1970-03-09,3.833340,3.853202,3.793616,3.813478,0.730275,67340
1970-03-10,3.813478,3.873064,3.793616,3.853202,0.737882,39649
1970-03-11,3.853202,3.873064,3.833340,3.833340,0.734078,58529
1970-03-12,3.833340,3.833340,3.773754,3.793616,0.726471,55383
1970-03-13,3.793616,3.833340,3.753893,3.833340,0.734078,59159
1970-03-16,3.833340,3.853202,3.734031,3.793616,0.726471,51606
1970-03-17,3.793616,3.813478,3.734031,3.793616,0.726471,58529
1970-03-18,3.793616,3.873064,3.734031,3.773754,0.722668,201391
1970-03-19,3.773754,3.773754,3.694307,3.734031,0.715060,58529
1970-03-20,3.734031,3.753893,3.654583,3.734031,0.715060,183769
